,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
16,Phương Pháp Đo Bóc Khối Lượng Và Tính Dự Toán Công Trình Xây Dựng (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/6a/47/72/b22237aaa82e9351fd92de084f0f9e9e.jpg,Đại học – cao đẳng – thcn,TS. Bùi Mạnh Hùng,"Nhà xuất bản Xây dựng xin giới thiệu cuốn sách “Phương pháp đo bóc khối lượng và tính dự toán công trình xây dựng”, giúp bạn đọc phương pháp tính đúng theo quy định hiện hành.Nội dung cuốn sách  trìn...",59400,NXB Xây Dựng,2020-01-01 00:00:00,17x24 cm,Bìa mềm,154,Nhà Xuất Bản Xây Dựng,,,,
17,Combo Bộ Sách Toán Cao Cấp Tập 3 + Bài Tập Toán Cao Cấp Tập 3 ( Phép Tính  Giải Tích Nhiều Biến Số),https://salt.tikicdn.com/cache/280x280/ts/product/ec/0f/12/e0e7c5c6565057672b28f4b13f7c2128.jpg,Đại học – cao đẳng – thcn,nhieu tac gia,Bộ Sách Toán Cao Cấp Tập 3 + Bài Tập Toán Cao Cấp Tập 3 ( Phép Tính Giải Tích Nhiều Biến Số)Nội dung gồm có:Chương 1. Hàm số nhiều biến sốChương 2. Ứng dụng của phép tính vi phân trong hình họcChươn...,93000,Công ty Cổ Phần Sách Đại Học Dạy Nghề,2018-10-05 15:01:21,,Bìa mềm,776,Nhà Xuất Bản Giáo Dục Việt Nam,,Lần thứ 18,,
18,Giáo Trình Lí Luận Văn Học - Tác phẩm và thể loại văn học,https://salt.tikicdn.com/cache/280x280/ts/product/db/e7/09/211dbc34323b334cc4588f6eabb7ca04.jpg,Đại học – cao đẳng – thcn,Trần Đình Sử,"Giáo trình Lí luận văn học - Tác phẩm và thể loại văn họcTrần Đình Sử (Chủ biên) - Phan Huy Dũng - La Khắc Hòa - Phùng Ngọc Kiếm - Lê Lưu OanhNhà xuất bản Đại học Sư phạmIn 500 cuốn, khổ 17 x 24cmQ...",71250,NXB Đại Học Sư Phạm,2021-06-08 16:20:04,,Bìa mềm,232,Nhà Xuất Bản Đại Học Sư Phạm,,,,
19,Kinh Tế Học Của 1%,https://salt.tikicdn.com/cache/280x280/ts/product/b8/5b/8e/f5c19116f0a1cbaf4af482655edc8e0e.jpg,Đại học – cao đẳng – thcn,John F.Weeks,Nội dung cuốn sách bao gồm những phần chính sau:Chương 1. Kinh tế học giả hiệu và kinh tế họcChương 2. Sự tôn thờ thị trườngChương 3. Tài chính và tội phạmChương 4. Rao giảng những điều hoang đườ...,134000,Nhà sách Lao Động,2019-12-01 00:00:00,16 x 24 cm,Bìa mềm,374,Nhà Xuất Bản Chính Trị Quốc Gia,,,,
20,Giáo Trình Động Cơ Đốt Trong,https://salt.tikicdn.com/cache/280x280/ts/product/32/c4/52/c23716d82e4b5031c914c0043534340f.jpg,Đại học – cao đẳng – thcn,"TS. Đinh Ngọc Ân,TS. Trần Thanh Thưởng","Giáo Trình Động Cơ Đốt TrongNội dung của giáo trình giới thiệu một cách có hệ thống những vấn đề cơ bản về nguyên lý làm việc của động cơ đốt trong, tính toán các quá trình nhiệt động, các thông số c...",71400,Công Ty TNHH Thương Mại STK,,16 x 24 cm,Bìa mềm,,,,,,
21,Kế Toán Tài Chính (Tập 2),https://salt.tikicdn.com/cache/280x280/media/catalog/product/7/_/7.u2487.d20160920.t140842.229346.jpg,Đại học – cao đẳng – thcn,MBA Trần Xuân Nam,"Kế Toán Tài Chính (Tập 2) Việt Nam hiện đang hội nhập ngày càng sâu, toàn diện vào nền kinh tế thế giới. Tài chính, Kế toán với tư cách là công cụ quản lý và một loại hình dịch vụ trong thị trường tà...",250000,TT Giới Thiệu Sách TP. HCM,2016-06-30 00:00:00,20 x 28 cm,Bìa mềm,648,,,,,
22,Giáo Trình Logic Học Biện Chứng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img030_11.jpg,Đại học – cao đẳng – thcn,PGS.TS. Võ Văn Thắng,"Giáo Trình Logic Học Biện Chứng Logic học biện chứng là một môn học quan trọng nhằm trang bị cho sinh viên, học viên cao học những kiến thức cơ bản về những quy luật và hình thức phản ánh của tư duy,...",46000,NXB Chính Trị Quốc Gia,2014-07-10 00:00:00,14.5 x 20.5 cm ,Bìa mềm,171,Nhà Xuất Bản Chính Trị Quốc Gia,,,,
23,GIÁO TRÌNH CAO HỌC PHƯƠNG PHÁP NGHIÊN CỨU KHOA HỌC TRONG KINH DOANH CẬP NHẬT SMART PLS,https://salt.tikicdn.com/cache/280x280/ts/product/03/2b/90/a4615a67f57903dff8c756fd9627da5d.jpg,Đại học – cao đẳng – thcn,PGS.TS Hà Nam Khánh Giao,"Giáo trình cao học Phương Pháp Nghiên cứu khoa học trong kinh doanh - Cập nhật SmartPLS dược biên soạn nhằm đáp ứng nhu cầu học tập của học viên, nghiên cứu sinh các ngành quản lý và kinh doanh cùng n...",160000,Hương Huy,2019-07-05 14:44:12,,Bìa gập,520,Nhà Xuất Bản Tài Chính,,2019,,
24,Giáo Trình Cấp Thoát Nước Trong Nhà (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/bb/90/4d/a8eb362bd5a8c1841609c7a6c9428f78.jpg,Đại học – cao đẳng – thcn,Bộ Xây dựng,"Cấp thoát nước trong nhà là học phần chuyên ngành đối với các trường đại học - cao đẳng kỹ thuật có đào tạo kỹ sư hoặc cử nhân cao đẳng chuyên ngành Cấp thoát nước, đồng thời cũng là một học phần cơ s...",72900,NXB Xây Dựng,2020-10-01 00:00:00,19 x 27 cm,Bìa mềm,198,Nhà Xuất Bản Xây Dựng,BXD-Hệ cao đẳng,,,
25,Giáo Trình Kỹ Thuật Soạn Thảo Văn Bản,https://salt.tikicdn.com/cache/280x280/ts/product/a5/5f/43/700038aee8ed73e71ea932f1ed57b04c.jpg,Đại học – cao đẳng – thcn,"Nguyễn Hoàng Anh,TS. Võ Trí Hảo,Nguyễn Đăng Dung",            Giáo Trình Kỹ Thuật Soạn Thảo Văn Bản        Pháp luật là phương tiện chủ yếu để nhà nước quản lý xã hội nên chất lượng của văn bản pháp luật là một trong những yếu    tố quan trọng...,89300,NXB Đại Học Quốc Gia Hà Nội,2013-12-31 23:00:00,16 x 24 cm,Bìa mềm,304,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
26,Cơ Sở Dữ Liệu Mờ Và Xác Xuất,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/o/co-so-du-lieu-mo.u547.d20161111.t114233.362537.jpg,Đại học – cao đẳng – thcn,Nguyễn Hòa,Cơ Sở Dữ Liệu Mờ Và Xác Xuất Cơ sở dữ liệu là nền tảng cho các hệ thống tính toán và xử lý thông tin. Cơ sở dữ liệu là một môn cơ bản trong ngành Khoa học Máy tính nói riêng và Công nghệ Thông tin nó...,35750,Công Ty Cổ Phần Tri thức Văn Hóa Sách Việt Nam,2016-11-11 00:00:00,19 x 27 cm ,Bìa mềm,52,,,,,
27,Giáo Trình Lập Trình Cơ Sở,https://salt.tikicdn.com/cache/280x280/ts/product/b1/8b/d6/19c7825df74d9206317241a33ae80ffc.jpg,Đại học – cao đẳng – thcn,TS. Lê Đắc Nhường,"Sau khi nghiên cứu cuốn giáo trình này, bạn đọc có thể nắm vững các kiến thức cơ bản về cách xây dựng thuật toán và cài đặt mã lệnh. Cuối mỗi chương là hệ thống bài tập từ dễ đến khó, đối với các bài ...",113800,NXB Xây Dựng,2019-07-01 00:00:00,17 x 24 cm,Bìa mềm,251,,,,,
28,Kế Toán Tài Chính (Tập 1),https://salt.tikicdn.com/cache/280x280/media/catalog/product/6/_/6.u2487.d20160920.t140313.980814.jpg,Đại học – cao đẳng – thcn,MBA Trần Xuân Nam,"Kế Toán Tài Chính (Tập 1) Việt Nam hiện đang hội nhập ngày càng sâu, toàn diện vào nền kinh tế thế giới. Tài chính, Kế toán với tư cách là công cụ quản lý và một loại hình dịch vụ trong thị trường tà...",260000,TT Giới Thiệu Sách TP. HCM,2016-06-30 00:00:00,20 x 28 cm,Bìa mềm,666,,,,,
29,Giáo trình lý luận về Nà Nước và Pháp Luật,https://salt.tikicdn.com/cache/280x280/ts/product/1c/16/a3/c9259b1eefff86e50f271230739f9346.jpg,Đại học – cao đẳng – thcn,PGS. TS. Nguyễn Văn Động (Chủ Biên),Sách: Giáo trình lý luận về Nà Nước và Pháp LuậtTác giả: PGS. TS. Nguyễn Văn ĐộngNXB: NXB Giáo Dục Việt Nam...,79000,Công Ty Cổ Phần Sách Đại Học - Dạy Nghề,,,Bìa mềm,376,Nhà Xuất Bản Giáo Dục Việt Nam,,,,
30,Bài Tập Hóa Lí Tập 1: Cơ Sở Hóa Học Lượng Tử,https://salt.tikicdn.com/cache/280x280/ts/product/45/18/cc/5b73f9b8d136f4825d4e539af0b153ef.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,"Thông thường, giữa lý thuyết và bài tập của một môn học bao giờ cũng được gắn kết chặt chẽ với nhau. Để làm được các dạng bài tập, người học cần hiểu kỹ lý thuyết và biết cách vận dụng nó vào trường h...",153000,Trung Tâm Kinh Doanh Xuất Bản Và Phát Hành Sách,2020-03-03 14:35:18,,Bìa mềm,434,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
31,Giáo Trình Vật Liệu Cơ Khí,https://salt.tikicdn.com/cache/280x280/ts/product/19/f8/03/88c2a7342eb52faccadc0543a5859159.jpg,Đại học – cao đẳng – thcn,Phạm Đình Sùng,Cuốn sách GIÁO TRÌNH VẬT LIỆU CƠ KHÍ gồm các chương sau:Chương 1: Cơ sở kim loại họcChương 2: Hợp kim và giản đồ phaChương 3: Tính chất của kim loại và hợp kim   Chương 4: Nhiệt luyện thép  Chươ...,152000,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,346,,,,,
32,Kinh Tế Quốc Tế,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/i/kinh-doanh-quoc-te.jpg,Đại học – cao đẳng – thcn,MBA. Nguyễn Văn Dung,Kinh Tế Quốc Tế Chương 1: Năng suất lao động và lợi thế so sánh Chương 2: Mô hình nhân tố chuyên biệt và phân phối thu nhập Chương 3: Nguồn lực và thương mại: Mô hình Heckscher - Ohlin Chương 4: M...,83000,Hương Huy,2012-05-20 00:00:00,16 x 24 cm,Bìa mềm,330,Nhà Xuất Bản Phương Đông,,,,
33,Giáo Trình Điện Tử Công Suất,https://salt.tikicdn.com/cache/280x280/ts/product/6f/c7/a0/ad20d5370d7f443384db939c1164d124.jpg,Đại học – cao đẳng – thcn,Trần Trọng Minh,"Chương 1: Các phần tử bán dẫn công suất Đặc tính cơ bản của các phần tử bán dẫn công suất Đặc điểm, cấu tạo, đặc tính, các thông số cơ bản của: Điốt, Tiristo, Triac, Tranzito... So sánh tương đối các ph...",69000,Công Ty Cổ Phần Sách Đại Học - Dạy Nghề,2015-10-08 17:33:11,,Bìa mềm,352,Nhà Xuất Bản Giáo Dục Việt Nam,,,,
34,Hệ thống bài tập & câu hỏi trắc nghiệm nguyên lý kế toán ,https://salt.tikicdn.com/cache/280x280/ts/product/25/61/7c/94c92f3aab2b0b6ea66daf2c26b30b89.jpg,Đại học – cao đẳng – thcn,PGS.TS Võ Văn Nhị,Cuốn Bài tập Nguyên lý Kế toán này được biên soạn để giúp các bạn sinh viên nắm vững phần lý thuyết đã được học và rèn luyện kỹ năng thực hành.Các bài tập được soạn theo chương trình môn học Nguyên lý...,30000,Hương Huy,2018-10-17 14:06:42,,Bìa mềm,140,Nhà Xuất Bản Tài Chính,,2018,,
35,Giáo Trình Kỹ Thuật Đo Lường,https://salt.tikicdn.com/cache/280x280/ts/product/f4/18/f1/cbcb573c7ebe4bd626928649fe543b6f.jpg,Đại học – cao đẳng – thcn,Nguyễn Hoàng Mai,"Kỹ Thuật Đo Lường Và Truyền Thông Công Nghiệp có thể dùng cho các sinh viên khối ngành kỹ thuật điện - điện tử.Để sinh viên dễ hiểu và nắm bắt được kiến thức quan trọng của môn học, giáo trình được v...",120400,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,280,,,,,
36,Marketing Công Nghiệp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/a/marketng-cong-nghiep.jpg,Đại học – cao đẳng – thcn,Ths. Hồ Thanh Lan,"Marketing Công Nghiệp Đây là một tác phẩm Marketing chuyên sâu vào lĩnh vực công nghiệp - một hoạt động cơ bản của nền kinh tế quốc dân ở Việt Nam, nhưng việc ứng dụng kiến thức Marketing căn bản vào...",70200,Hương Huy,2014-06-20 00:00:00,16 x 24 cm,Bìa mềm,294,Nhà Xuất Bản Hồng Đức,,,,
37,Thực Hành Kinh Tế Lượng Cơ Bản Với Eviews,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/h/thuc-hanh-kinh-te-luong-co-ban.jpg,Đại học – cao đẳng – thcn,Nguyễn Văn Tùng,Thực Hành Kinh Tế Lượng Cơ Bản Với Eviews Chương 1: Giới thiệu chung về Eviews Chương 2: Thao tác với tập tin Eviews Chương 3: Thống kê mô tả Chương 4: Ước lượng các hệ số của mô hình hồi qui tuyế...,59000,NXB Kinh Tế TPHCM,2014-11-06 00:00:00,16 x 24 cm,Bìa mềm,205,Nhà Xuất Bản Kinh Tế TPHCM,,,,
38,Combo 2 cuốn Giáo Trình Triết Học Mác – Lênin + Giáo Trình Kinh Tế Chính Trị Mác – Lênin (Dành Cho Bậc Đại Học HỆ CHUYÊN Lý Luận Chính Trị),https://salt.tikicdn.com/cache/280x280/ts/product/ce/6a/2e/0ecaa9bccf01d57bfa500ced5ea7ec4e.jpg,Đại học – cao đẳng – thcn,Bộ Giáo Dục Và Đào Tạo,"Bộ giáo trình lý luận chính trị gồm 5 cuốn dành cho bậc đại học hệ chuyên lý luận chính trị.Bộ sách là tài liệu giảng dạy, học tập cho giảng viên, sinh viên các trường đại học theo chương trình mới d...",216000,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,2021-08-24 15:04:40,,Bìa mềm,1000,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,
39,Bài Tập Kiểm Toán Căn Bản,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/a/bai-tap-kiem-toan-can-ban.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,Bài Tập Kiểm Toán Căn Bản Bài tập kiểm toán cơ bản được biên soạn với mong muốn giúp các bạn dễ dàng tiếp cận và nắm vững những kiến thức cơ bản nhất về kiểm toán để làm cơ sở cho quá trình học tập v...,32000,Hương Huy,2011-01-20 00:00:00,16 x 24 cm,Bìa mềm,146,Nhà Xuất Bản Phương Đông,,,,
40,Giáo Trình Phương Pháp Điều Tra Và Giám Sát Đa Dạng Sinh Học Động Vật,https://salt.tikicdn.com/cache/280x280/ts/product/13/20/e1/c9eb49d252268323a23d3a9d66e4e0ee.jpg,Đại học – cao đẳng – thcn,Nhiều tác giả,"Viện Hàn lâm Khoa học và Công nghệ Việt Nam là cơ quan nghiên cứu khoa học tự nhiên và công nghệ đa ngành lớn nhất cả nước, có thế mạnh trong nghiên cứu cơ bản, nghiên cứu và phát triển công nghệ, điề...",174800,NXB Khoa Học Tự Nhiên Và Công Nghệ,2020-07-27 14:49:30,,Bìa cứng,292,Nhà Xuất Bản Khoa học Tự nhiên và Công nghệ,,,,
41,Điện Tử Công Suất Mạch Nghịch Lưu,https://salt.tikicdn.com/cache/280x280/media/catalog/product/9/7/9786046484356-001.u5465.d20170914.t100250.962155.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,Điện Tử Công Suất Mạch Nghịch Lưu là quyển sách nói về điện tử các thiết bị điện tử công suất chiếm hơn 30 % trong số các thiết bị của một xí nghiệp công nghiệp hiện đại. Việc thay thế các phần tử độ...,93500,Công Ty TNHH Thương Mại STK,2017-09-14 00:00:00,"16 x 24 cm 
",Bìa mềm,391,Nhà Xuất Bản Thanh Niên,,,,
42,Hệ Thống Tài Khoản Kế Toán,https://salt.tikicdn.com/cache/280x280/ts/product/82/83/8e/8a83d6293a71fb1ee424d0612fab09aa.jpg,Đại học – cao đẳng – thcn,"Nhiều Tác Giả,Nhiều Tác Giả,Nhiều tác giả,Nhiều Tác Giả ,Nhiều Tác giả","HỆ THỐNG TÀI KHOẢN KẾ TOÁN (Áp dụng cho mọi loại hình doanh nghiệp, từ ngày 01/01/2015 trở đi)   Theo thông tư 200/2014/TT-BTC  ...",4750,Cty Đầu Tư Sáng Tạo,,,,,NXB Trẻ,,,,
43,"Báo Cáo Tài Chính - Trình Bày, Phân Tích, Kiểm Tra Và Kiểm Toán",https://salt.tikicdn.com/cache/280x280/ts/product/b6/90/7b/ef30ab49c180ac79bc5d4418f9d767cf.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,"BÁO CÁO TÀI CHÍNH – TRÌNH BÀY, PHÂN TÍCH, KIỂM TRA VÀ KIỂM TOÁNChương 1: Giới thiệu về báo cáo tài chínhChương 2: Bảng cân đối kế toánChương 3: Báo cáo kết quả hoạt động kinh doanhChương 4: Báo cáo lư...",129000,NXB Tài Chính,2018-03-21 22:21:37,<p>14 x 24 cm</p>,Bìa mềm,400,Nhà Xuất Bản Tài Chính,,,,
44,Bài Tập Và Bài Giải Nghiệp Vụ Ngân Hàng Trung Ương,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img025_9.jpg,Đại học – cao đẳng – thcn,PGS. TS Nguyễn Đăng Dờn,"Bài Tập Và Bài Giải Nghiệp Vụ Ngân Hàng Trung Ương Giáo trình Nghiệp vụ ngân hàng trung ương do các giảng viên chính, thuộc ngành Tài chính Ngân hàng của trường Đại học Kinh tế Thành phố Hồ Chí Minh ...",32000,Hương Huy,2012-07-20 00:00:00,16 x 24 cm,Bìa mềm,122,Nhà Xuất Bản Lao Động,,,,
45,Nguồn Gốc Các Loài,https://salt.tikicdn.com/cache/280x280/media/catalog/product/4/-/4-nguon-goc-cac-loai.u5168.d20170710.t135447.262055.jpg,Đại học – cao đẳng – thcn,Darwin," Nguồn Gốc Các Loài  là tên rút gọn của cuốn sách Về Nguồn Gốc Các Loài Qua Con Đường Chọn Lọc Tự Nhiên, hay Sự Bảo Tồn Những Chủng Ưu Thế Trong     Đấu Tranh Sinh Tồn (của Charles Darwin, xuất bản nă...",140000,NXB Tri Thức,2012-09-01 00:00:00,16 x 24 cm,Bìa mềm,496,,,,,
46,Giáo Trình Bảo Dưỡng Và Sữa Chữa Đường Ô Tô,https://salt.tikicdn.com/cache/280x280/ts/product/c6/5e/68/a1c042fa95e615c9fbe3df4e37d2515b.jpg,Đại học – cao đẳng – thcn,PGS.TS. Lê Văn Bách,"Giáo trình này gồm 5 chương nhằm giới thiệu đến bạn sự thay đổi trạng thái kỹ thuật của ô tô trong quá trình sử dụng, chế độ bảo dưỡng và sửa chữa ô tô, thiết kế quy trình công nghệ bảo dưỡng và sửa c...",96300,NXB Xây Dựng,2019-07-01 00:00:00,19 x 27 cm,Bìa mềm,202,,,,,
47,Giáo Trình C++ Và Lập Trình Hướng Đối Tượng,https://salt.tikicdn.com/cache/280x280/ts/product/d6/0e/09/7c48a0e134d985f72b84f63727d6a09d.jpg,Đại học – cao đẳng – thcn,"Phạm Văn Ất,Lê Trường Thông","            Giáo Trình C++ Và Lập Trình Hướng Đối Tượng        Lập trình cấu trúc là phương pháp tổ chức, phân chia chương trình thành các hàm, thủ tục. Chúng được dùng để xử lý dữ liệu    nhưn...",99600,Huy Hoàng Bookstore,2018-01-01 00:00:00,16 x 24 cm,Bìa mềm,488,,,,,
48,Phương Pháp Nghiên Cứu Kinh Tế Và Viết Luận Văn Thạc Sĩ Và Luận Án Tiến Sĩ,https://salt.tikicdn.com/cache/280x280/ts/product/0e/97/e6/22e6a315b523a3512564e5bbdcd520fb.jpg,Đại học – cao đẳng – thcn,PGS TS Đinh Phi Hổ,"Phương Pháp Nghiên Cứu Kinh Tế Và Viết Luận Văn Thạc Sĩ Và Luận Án Tiến Sĩ   Cuốn sách này ra đời nhằm giúp cho những nhà nghiên cứu, học viên thạc sĩ, nghiên cứu sinh có thêm tài liệu tiếp cận phươn...",655500,Cty Hương Huy,,,,,Nhà Xuất Bản Tài Chính,,,,
49,Giải Tích - Tập 1 - Calculus 7e,https://salt.tikicdn.com/cache/280x280/ts/product/ce/d2/cf/9995ad1aa7e0855fca1a61671e2bb308.jpg,Đại học – cao đẳng – thcn,James Stewart,"Để phù hợp với chương trình đào tạo đại học ở Việt Nam nói chung và các trường Đại học Duy Tân nói riêng, nhóm biên dịch đã chủ động chia cuốn sách làm hai tập. Tập một dành cho giải tích hàm một biến...",335200,Cengage Learning Và NXB Hồng Đức,,,,,,,,,
50,"Combo 5 cuốn Giáo Trình Dành Cho Bậc Đại Học Hệ Không Chuyên Lý Luận Chính Trị: Giáo Trình Triết Học, Giáo Trình Kinh Tế Chính Trị ,  Giáo Trình Chủ Nghĩa Xã Hội Khoa Học, Giáo Trình Lịch Sử Đảng Cộng Sản Việt Nam, Giáo Trình Tư Tưởng Hồ Chí Minh",https://salt.tikicdn.com/cache/280x280/ts/product/ea/8d/1c/74e8f54e37793daba4cba344ca364e67.jpg,Đại học – cao đẳng – thcn,Bộ Giáo Dục Và Đào Tạo,"Bộ giáo trình lý luận chính trị gồm 5 cuốn dành cho bậc đại học hệ không chuyên lý luận chính trị.Bộ sách là tài liệu giảng dạy, học tập cho giảng viên, sinh viên các trường đại học theo chương trình...",369000,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,2021-08-24 09:10:00,,Bìa mềm,1676,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,,
51,Phương Pháp Nghiên Cứu Tác Phẩm Văn Học,https://salt.tikicdn.com/cache/280x280/ts/product/5c/d3/d7/5246c8db3fef70e20a634da5dab652e4.jpg,Đại học – cao đẳng – thcn,Trần Đăng Suyền,"Những tác phẩm văn học là những sự kiện văn học sử cốt yếu nhất, cơ bản nhất. Nghiên cứu văn học, dạy và học văn học thì không thể bỏ qua tác phẩm văn học. Trong quá trình nghiên cứu và giảng dạy văn ...",71250,NXB Đại Học Sư Phạm,,,Bìa mềm,284,Nhà Xuất Bản Đại Học Sư Phạm,,,,
52,Bài Giảng Kinh Tế Vi Mô,https://salt.tikicdn.com/cache/280x280/ts/product/d5/0d/64/4c46aaca2b9ac7c74e27e16ab6016e9c.jpg,Đại học – cao đẳng – thcn,Nguyễn Văn Ngọc,"Bài Giảng Kinh Tế Vi MôThông thường các cuốn giáo trình kinh tế vi mô đều dành phần mở đầu hoặc chương 1 để trình bày đối tượng, phạm vi và phương pháp của kinh tế học (mà kinh tế vi mô là một trong ...",110000,Công Ty TNHH BK Education,2012-05-01 00:00:00,16 x 24 cm,Bìa mềm,518,Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân,,,,
53,GIÁO TRÌNH LẬP VÀ THẨM ĐỊNH DỰ ÁN ĐẦU TƯ (TBL2),https://salt.tikicdn.com/cache/280x280/ts/product/12/60/59/9eed0a17e67f61c1a8bbbd4f98e208cf.jpg,Đại học – cao đẳng – thcn,Đỗ Phú Trần Tình,"Cuốn sách "" Lập và thẩm định dự án đầu tư "" giúp những người có ý muốn khởi nghiệp kinh doanh nắm được các nội dung , cách thức và quy trình để tiến hành lập và thẩm định dự án kinh doanh. Với mong mu...",90000,Hương Huy,2019-09-06 15:29:04,,Bìa mềm,368,Nhà Xuất Bản Tài Chính,,2019,,
54,Kinh Tế Quốc Tế - Bài Tập Và Đáp Án,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/i/kinh-te-quoc-te.jpg,Đại học – cao đẳng – thcn,MBA. Nguyễn Văn Dung,Kinh Tế Quốc Tế - Bài Tập Và Đáp Án Phần 1: Câu hỏi trắc nghiệm và đáp án Phần 2: Bài toán có đáp án Phần 3: Đề trắc nghiệm mẫu và đáp án Phần 4: Đề bài toán mẫu và đáp án...,88000,Hương Huy,2012-06-20 00:00:00,16 x 24 cm,Bìa mềm,350,Nhà Xuất Bản Tổng Hợp Đồng Nai,,,,
55,QCVN 06: 2021/BXD Quy Chuẩn Kỹ Thuật Quốc Gia Về An Toàn Cháy Cho Nhà Và Công Trình,https://salt.tikicdn.com/cache/280x280/ts/product/9c/1e/9f/84fe1889fb49422f162a0a945cace396.jpg,Đại học – cao đẳng – thcn,Bộ Xây dựng,"QCVN 06:2021/BXD do Viện Khoa học Công nghệ Xây dựng chủ trì biên soạn, Vụ Khoa học Công nghệ và Môi trường trình duyệt, Bộ Khoa học và Công nghệ thẩm định, Bộ Xây dựng ban hành kèm theo Thông tư số 0...",105700,NXB Xây Dựng,2021-06-01 00:00:00,21 x 31 cm,Bìa mềm,156,Nhà Xuất Bản Xây Dựng,,,,
56,Combo Bộ Sách Toán Cao Cấp Tập 3 + Bài Tập Toán Cao Cấp Tập 3 ( Phép Tính  Giải Tích Nhiều Biến Số),https://salt.tikicdn.com/cache/280x280/ts/product/ec/0f/12/e0e7c5c6565057672b28f4b13f7c2128.jpg,Đại học – cao đẳng – thcn,nhieu tac gia,Bộ Sách Toán Cao Cấp Tập 3 + Bài Tập Toán Cao Cấp Tập 3 ( Phép Tính Giải Tích Nhiều Biến Số)Nội dung gồm có:Chương 1. Hàm số nhiều biến sốChương 2. Ứng dụng của phép tính vi phân trong hình họcChươn...,93000,Công ty Cổ Phần Sách Đại Học Dạy Nghề,2018-10-05 15:01:21,,Bìa mềm,776,Nhà Xuất Bản Giáo Dục Việt Nam,,Lần thứ 18,,
57,Giáo Trình Điện Tử Thực Hành,https://salt.tikicdn.com/cache/280x280/ts/product/7c/13/06/789083de8b74ce470767769d33f656d2.JPG,Đại học – cao đẳng – thcn,"KS.Phạm Quang Huy,TS.Nguyễn Vũ Quỳnh","Điện tử thực hành là môn học cơ bản trong các Khoa Điện – Điện tử của nhiều trường. Cuốn “Giáo trình Điện tử thực hành” được biên soạn dựa trên cơ sở chương trình môn học Điện tử thực hành, dùng trong...",120000,Công Ty TNHH Thương Mại STK,,16 x 24 cm,Bìa mềm,400,Nhà Xuất Bản Thanh Niên,,,,
58,Giáo Trình Triết Học,https://salt.tikicdn.com/cache/280x280/ts/product/9b/d1/21/fddca087de658f9e517fe379872a8e53.jpg,Đại học – cao đẳng – thcn,Nhiều tác giả,"Thực hiện Thông tư số 08/2013/TT-BGDĐT ngày 08/3/2013 của Bộ trưởng Bộ Giáo dục và Đào tạo về việc ban hành Chương trình môn Triết học khối không chuyên ngành Triết học trình độ đào tạo thạc sĩ, tiến ...",83600,NXB Đại Học Sư Phạm,2020-07-27 14:08:36,,Bìa mềm,392,Nhà Xuất Bản Đại Học Sư Phạm,,,,
59,Giáo Trình Ngôn Ngữ Học,https://salt.tikicdn.com/cache/280x280/ts/product/20/ab/ec/56e4e645a37b00c0772bd9eb4a7fb96d.png,Đại học – cao đẳng – thcn,Nguyễn Thiện Giáp,Sách: Giáo Trình Ngôn Ngữ HọcTác giả: Nguyễn Thiện GiápNhà phát hành: Công Ty Cổ Phần Sách Đại Học - Dạy NghềNhà xuất bản: NXB Giáo Dục Việt Nam...,99000,Trung Tâm Kinh Doanh Xuất Bản Và Phát Hành Sách,,,Bìa mềm,524,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,,,,
