,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
291,268 Sơ Đồ Kế Toán Doanh Nghiệp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/6/268-so-do-ke-toan-doanh-nghiep.jpg,Đại học – cao đẳng – thcn,"268 Sơ Đồ Kế Toán Doanh Nghiệp Hệ thống tài khoản kế toán áp dụng cho các doanh nghiệp Sơ đồ kế toán vốn bằng tiền, nợ phải thu, các khoản ứng trước Sơ đồ kế toán tài sản cố định, đầu tư xây dựng c...",66000.0,16 x 24 cm,326.0,PGS. TS. Võ Văn Nhị,,,,,268 Sơ Đồ Kế Toán Doanh Nghiệp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/6/268-so-do-ke-toan-doanh-nghiep.jpg,Đại học – cao đẳng – thcn,PGS. TS. Võ Văn Nhị,"268 Sơ Đồ Kế Toán Doanh Nghiệp Hệ thống tài khoản kế toán áp dụng cho các doanh nghiệp Sơ đồ kế toán vốn bằng tiền, nợ phải thu, các khoản ứng trước Sơ đồ kế toán tài sản cố định, đầu tư xây dựng c...",66000.0,Hương Huy,2010-03-20 00:00:00,Bìa mềm,326.0,Nhà Xuất Bản Lao Động,16 x 24 cm,,
292,Quy Chuẩn Kỹ Thuật Quốc Gia Về Quy Hoạch Xây Dựng - QCVN 01: 2021/BXD,https://salt.tikicdn.com/cache/280x280/ts/product/72/22/bf/5a43bf4d3c0dd0e3c4034b9a277f0c3a.jpg,Đại học – cao đẳng – thcn,"QCVN 01:2021/BXD do Viện Quy hoạch Đô thị Nông thôn Quốc gia biên soạn, Vụ Khoa học Công nghệ và Môi trường trình duyệt, Bộ Khoa học và Công nghệ thẩm định, Bộ Xây dựng ban hành kèm theo Thông tư số 0...",50600.0,21 x 31 cm,60.0,Bộ Xây dựng,,,,,Quy Chuẩn Kỹ Thuật Quốc Gia Về Quy Hoạch Xây Dựng - QCVN 01: 2021/BXD,https://salt.tikicdn.com/cache/280x280/ts/product/72/22/bf/5a43bf4d3c0dd0e3c4034b9a277f0c3a.jpg,Đại học – cao đẳng – thcn,Bộ Xây dựng,"QCVN 01:2021/BXD do Viện Quy hoạch Đô thị Nông thôn Quốc gia biên soạn, Vụ Khoa học Công nghệ và Môi trường trình duyệt, Bộ Khoa học và Công nghệ thẩm định, Bộ Xây dựng ban hành kèm theo Thông tư số 0...",50600.0,NXB Xây Dựng,2021-06-01 00:00:00,Bìa mềm,60.0,Nhà Xuất Bản Xây Dựng,21 x 31 cm,,
293,Bài Tập Và Bài Giải Kiểm Toán Đại Cương,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/i/kiem-toan-dai-cuong.jpg,Đại học – cao đẳng – thcn,"Bài Tập Và Bài Giải Kiểm Toán Đại Cương Nội dung cuốn sách gồm 5 chương và một số đề thi mẫu, đề thi môn Kiểm toán trong các kì thi Kiểm toán viên cao cấp. Mỗi chương có các bài tập theo chủ đề, được...",39000.0,13 x 19 cm,194.0,Nhóm tác giả,,,,,Bài Tập Và Bài Giải Kiểm Toán Đại Cương,https://salt.tikicdn.com/cache/280x280/media/catalog/product/k/i/kiem-toan-dai-cuong.jpg,Đại học – cao đẳng – thcn,Nhóm tác giả,"Bài Tập Và Bài Giải Kiểm Toán Đại Cương Nội dung cuốn sách gồm 5 chương và một số đề thi mẫu, đề thi môn Kiểm toán trong các kì thi Kiểm toán viên cao cấp. Mỗi chương có các bài tập theo chủ đề, được...",39000.0,Hương Huy,2010-12-20 00:00:00,Bìa mềm,194.0,Nhà Xuất Bản Giao Thông Vận Tải,13 x 19 cm,,
294,Thị Trường Hối Đoái,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/h/thi-truong-hoi-doai.jpg,Đại học – cao đẳng – thcn,"Thị Trường Hối Đoái Cuốn sách đề cập đến tất cả các vấn đề liên quan đến thị trường hối đoái, từ các vấn đề cơ bản và đơn giản nhất đến các vấn đề phức tạp liên quan đến các nghiệp vụ hối đoái, kinh ...",74000.0,16 x 24 cm,365.0,PGS. TS Lê Văn Tư,,,,,Thị Trường Hối Đoái,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/h/thi-truong-hoi-doai.jpg,Đại học – cao đẳng – thcn,PGS. TS Lê Văn Tư,"Thị Trường Hối Đoái Cuốn sách đề cập đến tất cả các vấn đề liên quan đến thị trường hối đoái, từ các vấn đề cơ bản và đơn giản nhất đến các vấn đề phức tạp liên quan đến các nghiệp vụ hối đoái, kinh ...",74000.0,Hương Huy,2009-09-20 00:00:00,Bìa mềm,365.0,Nhà Xuất Bản Thanh Niên,16 x 24 cm,,
295,Từ Điển Ngân Hàng Anh - Việt,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-ngan-hang-anh-viet.jpg,Đại học – cao đẳng – thcn,"Từ Điển Ngân Hàng Anh - Việt Cuốn sách giới thiệu các thuật ngữ ngân hàng hiện đại, cập nhật, cơ bản và nâng cao, giúp sinh viên, giảng viên, các công ty sử dụng được các thuật ngữ chuyên ngành ngân ...",232000.0,16 x 24 cm,662.0,MBA. Nguyễn Văn Dung,,,,,Từ Điển Ngân Hàng Anh - Việt,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-dien-ngan-hang-anh-viet.jpg,Đại học – cao đẳng – thcn,MBA. Nguyễn Văn Dung,"Từ Điển Ngân Hàng Anh - Việt Cuốn sách giới thiệu các thuật ngữ ngân hàng hiện đại, cập nhật, cơ bản và nâng cao, giúp sinh viên, giảng viên, các công ty sử dụng được các thuật ngữ chuyên ngành ngân ...",232000.0,Hương Huy,2010-10-20 07:00:00,Bìa mềm,662.0,Nhà Xuất Bản Lao Động,16 x 24 cm,,
296,Tuyển Tập Test Vật Lý Đại Cương,https://salt.tikicdn.com/cache/280x280/ts/product/91/7c/64/a241a4f673e9d89c6aa4431046e1ae09.jpg,Đại học – cao đẳng – thcn,"Trên thế giới, hình thức kiểm tra đánh giá bằng trắc nghiệm khách quan - thường gọi là trắc nghiệm (TEST) trong các kỳ thi kết thúc học phần ở bậc Đại học đã được áp dụng rộng rãi. Ở Việt Nam, hình th...",42000.0,,184.0,"Nguyễn Minh Đức,PGS. TS. Phan Hồng Liên",,,,,Tuyển Tập Test Vật Lý Đại Cương,https://salt.tikicdn.com/cache/280x280/ts/product/91/7c/64/a241a4f673e9d89c6aa4431046e1ae09.jpg,Đại học – cao đẳng – thcn,"Nguyễn Minh Đức,PGS. TS. Phan Hồng Liên","Trên thế giới, hình thức kiểm tra đánh giá bằng trắc nghiệm khách quan - thường gọi là trắc nghiệm (TEST) trong các kỳ thi kết thúc học phần ở bậc Đại học đã được áp dụng rộng rãi. Ở Việt Nam, hình th...",42000.0,NXB Khoa Học Kỹ Thuật,,Bìa mềm,184.0,Nhà Xuất Bản Khoa học & kỹ thuật,,,
297,"Bơm Nhiệt - Nguyên Lý Làm Việc, Ứng Dụng Trong Sưởi Ấm, Đun Nước Nóng, Hút Ẩm, Sấy Lạnh Và Các Ứng Dụng Khác",https://salt.tikicdn.com/cache/280x280/ts/product/af/bf/4e/4e4d4d15e420814b1af429cd992124d1.jpg,Đại học – cao đẳng – thcn,"Bơm nhiệt cứu Trái Đất trên bờ vực nóng lên toàn cầu (Heat Pumps save the Earth on the Verge of Global Warming), đó là đánh giá chính xác của ba chuyên gia hàng đầu Nhật Bản về bơm nhiệt là GS. Hirosh...",89300.0,,,Nguyễn Đưc Lợi,,,,,"Bơm Nhiệt - Nguyên Lý Làm Việc, Ứng Dụng Trong Sưởi Ấm, Đun Nước Nóng, Hút Ẩm, Sấy Lạnh Và Các Ứng Dụng Khác",https://salt.tikicdn.com/cache/280x280/ts/product/af/bf/4e/4e4d4d15e420814b1af429cd992124d1.jpg,Đại học – cao đẳng – thcn,Nguyễn Đưc Lợi,"Bơm nhiệt cứu Trái Đất trên bờ vực nóng lên toàn cầu (Heat Pumps save the Earth on the Verge of Global Warming), đó là đánh giá chính xác của ba chuyên gia hàng đầu Nhật Bản về bơm nhiệt là GS. Hirosh...",89300.0,Công Ty Cổ Phần Sách Đại Học - Dạy Nghề,2020-07-17 13:28:58,Bìa mềm,,Nhà Xuất Bản Giáo Dục Việt Nam,,,
298,Giáo Trình Lưới Điện Phân Phối,https://salt.tikicdn.com/cache/280x280/ts/product/f7/54/da/cc95bb8833d950d9df77335e5b0f86e7.jpg,Đại học – cao đẳng – thcn,"Các yêu cầu ngày càng tăng một bên là để cải thiện việc cung cấp điện còn bên kia là việc vận hành kinh tế, cả hai đều khuyến khích việc liên kết các nhà máy điện vào trong một hệ thống liên kết và hơ...",124200.0,17 x 24 cm,255.0,Doãn Văn Đông,,,,,Giáo Trình Lưới Điện Phân Phối,https://salt.tikicdn.com/cache/280x280/ts/product/f7/54/da/cc95bb8833d950d9df77335e5b0f86e7.jpg,Đại học – cao đẳng – thcn,Doãn Văn Đông,"Các yêu cầu ngày càng tăng một bên là để cải thiện việc cung cấp điện còn bên kia là việc vận hành kinh tế, cả hai đều khuyến khích việc liên kết các nhà máy điện vào trong một hệ thống liên kết và hơ...",124200.0,NXB Xây Dựng,2019-07-01 00:00:00,Bìa mềm,255.0,,17 x 24 cm,,
299,Hướng Dẫn Thực Hành Lập Sổ Sách Kế Toán Theo Phương Pháp Thủ Công,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/a/lap-so-sach-ke-toan_2.jpg,Đại học – cao đẳng – thcn,"Hướng Dẫn Thực Hành Lập Sổ Sách Kế Toán Theo Phương Pháp Thủ Công Thông tin kế toán là nguồn thông tin quan trọng, cần thiết và hữu ích cho nhiều đối tượng khác nhau bên trong cũng như bên ngoài doan...",137000.0,16 x 24 cm,542.0,Ths. Đặng Văn Sáng,,,,,Hướng Dẫn Thực Hành Lập Sổ Sách Kế Toán Theo Phương Pháp Thủ Công,https://salt.tikicdn.com/cache/280x280/media/catalog/product/l/a/lap-so-sach-ke-toan_2.jpg,Đại học – cao đẳng – thcn,Ths. Đặng Văn Sáng,"Hướng Dẫn Thực Hành Lập Sổ Sách Kế Toán Theo Phương Pháp Thủ Công Thông tin kế toán là nguồn thông tin quan trọng, cần thiết và hữu ích cho nhiều đối tượng khác nhau bên trong cũng như bên ngoài doan...",137000.0,Hương Huy,2013-07-20 00:00:00,Bìa mềm,542.0,Nhà Xuất Bản Kinh Tế TPHCM,16 x 24 cm,,
300,Combo 2 cuốn Giáo Trình Kinh Tế Chính Trị Mác – Lênin  + Giáo Trình Tư Tưởng Hồ Chí Minh (Dành Cho Bậc Đại Học HỆ CHUYÊN Lý Luận Chính Trị),https://salt.tikicdn.com/cache/280x280/ts/product/eb/0a/47/b8fa4996a8e556b79bd52e256f6c7a1a.jpg,Đại học – cao đẳng – thcn,"Bộ giáo trình lý luận chính trị gồm 5 cuốn dành cho bậc đại học hệ chuyên lý luận chính trị.Bộ sách là tài liệu giảng dạy, học tập cho giảng viên, sinh viên các trường đại học theo chương trình mới d...",180000.0,,812.0,Bộ Giáo Dục Và Đào Tạo,,,,,Combo 2 cuốn Giáo Trình Kinh Tế Chính Trị Mác – Lênin  + Giáo Trình Tư Tưởng Hồ Chí Minh (Dành Cho Bậc Đại Học HỆ CHUYÊN Lý Luận Chính Trị),https://salt.tikicdn.com/cache/280x280/ts/product/eb/0a/47/b8fa4996a8e556b79bd52e256f6c7a1a.jpg,Đại học – cao đẳng – thcn,Bộ Giáo Dục Và Đào Tạo,"Bộ giáo trình lý luận chính trị gồm 5 cuốn dành cho bậc đại học hệ chuyên lý luận chính trị.Bộ sách là tài liệu giảng dạy, học tập cho giảng viên, sinh viên các trường đại học theo chương trình mới d...",180000.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,2021-08-24 14:37:20,Bìa mềm,812.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,
301,Quản Trị Rủi Ro Xí Nghiệp Trong Nền Kinh Tế Toàn Cầu,https://salt.tikicdn.com/cache/280x280/media/catalog/product/q/u/quan-tri-rui-ro-xi-nghiep.jpg,Đại học – cao đẳng – thcn,"Quản Trị Rủi Ro Xí Nghiệp Trong Nền Kinh Tế Toàn Cầu Ngày nay, tốc độ toàn cầu hóa và hội nhập kinh tế quốc dân diễn ra với tốc độ nhanh so với các thập niên trước đây của thế kỷ 21. Chúng ta đã từng...",205000.0,16 x 24 cm,818.0,Dương Hữu Hạnh,,,,,Quản Trị Rủi Ro Xí Nghiệp Trong Nền Kinh Tế Toàn Cầu,https://salt.tikicdn.com/cache/280x280/media/catalog/product/q/u/quan-tri-rui-ro-xi-nghiep.jpg,Đại học – cao đẳng – thcn,Dương Hữu Hạnh,"Quản Trị Rủi Ro Xí Nghiệp Trong Nền Kinh Tế Toàn Cầu Ngày nay, tốc độ toàn cầu hóa và hội nhập kinh tế quốc dân diễn ra với tốc độ nhanh so với các thập niên trước đây của thế kỷ 21. Chúng ta đã từng...",205000.0,Hương Huy,2013-08-20 00:00:00,Bìa mềm,818.0,Nhà Xuất Bản Lao Động,16 x 24 cm,,
302,Chính Sách Phát Triển Nhà Ở Thương Mại Tại TP. Hồ Chí Minh,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/h/chinh-sach-phat-trien-nha-o.jpg,Đại học – cao đẳng – thcn,Chính Sách Phát Triển Nhà Ở Thương Mại Tại TP. Hồ Chí Minh Chương 1: Lý luận cơ bản về chính sách phát triển nhà ở thương mại Chương 2: Thực trạng chính sách phát triển nhà ở thương mại tại TP. Hồ C...,99000.0,16 x 24 cm,223.0,Nhiều Tác Giả,,,,,Chính Sách Phát Triển Nhà Ở Thương Mại Tại TP. Hồ Chí Minh,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/h/chinh-sach-phat-trien-nha-o.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,Chính Sách Phát Triển Nhà Ở Thương Mại Tại TP. Hồ Chí Minh Chương 1: Lý luận cơ bản về chính sách phát triển nhà ở thương mại Chương 2: Thực trạng chính sách phát triển nhà ở thương mại tại TP. Hồ C...,99000.0,Hương Huy,2012-03-20 00:00:00,Bìa mềm,223.0,Nhà Xuất Bản Phương Đông,16 x 24 cm,,
303,Giáo Trình Thực Hành Hóa Học Vô Cơ,https://salt.tikicdn.com/cache/280x280/ts/product/c2/a0/9a/9f05c774a8c29fd886d46bb1d821b057.jpg,Đại học – cao đẳng – thcn,"Hóa học là một môn khoa học thực nghiệm có mối quan hệ chặt chẽ giữa lý thuyết và thực nghiệm. Faraday đã từng phát biểu :"" Không có ngành khoa học nào lại cần thực hành như hóa học, những định luật c...",63000.0,<p>16x24x2</p>,90.0,"TS. Trương Thị Cẩm Mai (Chủ biên),ThS. Huỳnh Thị Minh Thành,ThS. Lê Thị Thanh Liễu,TS. Nguyễn Văn Thắng",,,,,Giáo Trình Thực Hành Hóa Học Vô Cơ,https://salt.tikicdn.com/cache/280x280/ts/product/c2/a0/9a/9f05c774a8c29fd886d46bb1d821b057.jpg,Đại học – cao đẳng – thcn,"TS. Trương Thị Cẩm Mai (Chủ biên),ThS. Huỳnh Thị Minh Thành,ThS. Lê Thị Thanh Liễu,TS. Nguyễn Văn Thắng","Hóa học là một môn khoa học thực nghiệm có mối quan hệ chặt chẽ giữa lý thuyết và thực nghiệm. Faraday đã từng phát biểu :"" Không có ngành khoa học nào lại cần thực hành như hóa học, những định luật c...",63000.0,-,2019-07-17 10:20:32,Bìa mềm,90.0,,<p>16x24x2</p>,,
304,"Giáo Trình Quyền Tác Giả, Quyền Liên Quan Trong Hoạt Động Xuất Bản",https://salt.tikicdn.com/cache/280x280/ts/product/4b/b4/ed/e0194bcb38467828010685827f3a441a.jpg,Đại học – cao đẳng – thcn,"Giáo Trình Quyền Tác Giả, Quyền Liên Quan Trong Hoạt Động Xuất Bản do TS. Vũ Mạnh Chu và TS. Vũ Thùy Dương đồng chủ biên là hệ thống kiến thức sở hữu trí tuệ về Quyền tác giả và Quyền liên quan, được ...",76500.0,14.5 x 20.5 cm,240.0,TS. Vũ Mạnh Chu,,,,,"Giáo Trình Quyền Tác Giả, Quyền Liên Quan Trong Hoạt Động Xuất Bản",https://salt.tikicdn.com/cache/280x280/ts/product/4b/b4/ed/e0194bcb38467828010685827f3a441a.jpg,Đại học – cao đẳng – thcn,TS. Vũ Mạnh Chu,"Giáo Trình Quyền Tác Giả, Quyền Liên Quan Trong Hoạt Động Xuất Bản do TS. Vũ Mạnh Chu và TS. Vũ Thùy Dương đồng chủ biên là hệ thống kiến thức sở hữu trí tuệ về Quyền tác giả và Quyền liên quan, được ...",76500.0,NXB Thông Tin & Truyền Thông,2019-01-01 00:00:00,Bìa mềm,240.0,Nhà Xuất Bản Thông Tin Và Truyền Thông,14.5 x 20.5 cm,TS Vũ Thùy Dưong,
305,Bài Tập Cơ Học Kết Cấu - Tập 1: Kết Cấu Tĩnh Định,https://salt.tikicdn.com/cache/280x280/ts/product/ec/64/90/ca193a48826b445d7b64d3d9f889cfb0.jpg,Đại học – cao đẳng – thcn,"Cơ học kết cấu là môn kỹ thuật cơ sở nhằm trang bị những kiến thức cần thiết cho các kỹ sư có liên quan đến tính toán thiết kế, thẩm định, thi công các công trình xây dựng cơ bản. Môn học được bố trí ...",106000.0,19 x 27 cm,208.0,Đinh Nghĩa Dũng,,,,,Bài Tập Cơ Học Kết Cấu - Tập 1: Kết Cấu Tĩnh Định,https://salt.tikicdn.com/cache/280x280/ts/product/ec/64/90/ca193a48826b445d7b64d3d9f889cfb0.jpg,Đại học – cao đẳng – thcn,Đinh Nghĩa Dũng,"Cơ học kết cấu là môn kỹ thuật cơ sở nhằm trang bị những kiến thức cần thiết cho các kỹ sư có liên quan đến tính toán thiết kế, thẩm định, thi công các công trình xây dựng cơ bản. Môn học được bố trí ...",106000.0,NXB Xây Dựng,2021-07-15 00:00:00,Bìa mềm,208.0,Nhà Xuất Bản Xây Dựng,19 x 27 cm,,
306,Giáo Trình Cơ Sở Thiết Kế Máy,https://salt.tikicdn.com/cache/280x280/ts/product/cf/15/70/4bba94c5f2812f98721535bbf804b554.jpg,Đại học – cao đẳng – thcn,"Cơ sở thiết kế máy là một môn học nhằm nghiên cứu rồi tính toán thiết kế các tiết máy có công dụng chung. Môn học đã đưa ra những kiến thức rất cơ bản về cấu tạo,nguyên lý cũng như phương pháp tính to...",153000.0,19 x 27,356.0,PGS.TS Nguyễn Văn Yến,,,,,Giáo Trình Cơ Sở Thiết Kế Máy,https://salt.tikicdn.com/cache/280x280/ts/product/cf/15/70/4bba94c5f2812f98721535bbf804b554.jpg,Đại học – cao đẳng – thcn,PGS.TS Nguyễn Văn Yến,"Cơ sở thiết kế máy là một môn học nhằm nghiên cứu rồi tính toán thiết kế các tiết máy có công dụng chung. Môn học đã đưa ra những kiến thức rất cơ bản về cấu tạo,nguyên lý cũng như phương pháp tính to...",153000.0,NXB Xây Dựng,2019-07-01 00:00:00,Bìa mềm,356.0,,19 x 27,,
307,"Bài Tập Mạch Điện - Tính Toán, Mô Phỏng Mạch Điện Dùng Phần Mềm TINA",https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/a/machdien-1.u5869.d20171103.t112530.350647.jpg,Đại học – cao đẳng – thcn," Bài Tập Mạch Điện - Tính Toán, Mô Phỏng Mạch Điện Dùng Phần Mềm TINA  Mạch điện là môn học đã và đang được đưa vào giảng dạy tại các trường Trung cấp, Cao đẳng, Đại học chuyên ngành Điện hơn     60 ...",85000.0,16 x 24 cm,352.0,TS. Lê Mỹ Hà,,,,,"Bài Tập Mạch Điện - Tính Toán, Mô Phỏng Mạch Điện Dùng Phần Mềm TINA",https://salt.tikicdn.com/cache/280x280/media/catalog/product/m/a/machdien-1.u5869.d20171103.t112530.350647.jpg,Đại học – cao đẳng – thcn,TS. Lê Mỹ Hà," Bài Tập Mạch Điện - Tính Toán, Mô Phỏng Mạch Điện Dùng Phần Mềm TINA  Mạch điện là môn học đã và đang được đưa vào giảng dạy tại các trường Trung cấp, Cao đẳng, Đại học chuyên ngành Điện hơn     60 ...",85000.0,Công Ty TNHH Thương Mại STK,2017-11-03 00:00:00,,352.0,,16 x 24 cm,,
308,Giáo Trình Luật Quốc Tế,https://salt.tikicdn.com/cache/280x280/ts/product/d7/4f/19/a4dcfb574223ae75488682ade41d3926.jpg,Đại học – cao đẳng – thcn,Cuốn sách gồm 11 chương với nội dung chính như sau: Khái quát chung; nguồn của Luật quốc tế; các nguyên tắc cơ bản của Luật quốc tế; quốc gia và dân cư trong Luật quốc tế; Luật quốc tế về lãnh thổ; Lu...,128000.0,,,PGS TS Bành Quốc Tuấn,,,,,Giáo Trình Luật Quốc Tế,https://salt.tikicdn.com/cache/280x280/ts/product/d7/4f/19/a4dcfb574223ae75488682ade41d3926.jpg,Đại học – cao đẳng – thcn,PGS TS Bành Quốc Tuấn,Cuốn sách gồm 11 chương với nội dung chính như sau: Khái quát chung; nguồn của Luật quốc tế; các nguyên tắc cơ bản của Luật quốc tế; quốc gia và dân cư trong Luật quốc tế; Luật quốc tế về lãnh thổ; Lu...,128000.0,NXB Chính Trị Quốc Gia,,,,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,
309,Kế Toán Hành Chánh Sự Nghiệp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img219.u2469.d20160803.t111852.315280.jpg,Đại học – cao đẳng – thcn,"Kế Toán Hành Chánh Sự Nghiệp Đơn vị Hành Chính Sự Nghiệp bao gồm các đơn vị hoạt động trong lĩnh vực phi sản xuất, thực hiện việc quản lý nhà nước, quản lý hành chính, thực hiện sự nghiệp giáo dục, y...",27000.0,14.5 x 20.5 cm,151.0,PGS.TS. Võ Văn Nhị,,,,,Kế Toán Hành Chánh Sự Nghiệp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img219.u2469.d20160803.t111852.315280.jpg,Đại học – cao đẳng – thcn,PGS.TS. Võ Văn Nhị,"Kế Toán Hành Chánh Sự Nghiệp Đơn vị Hành Chính Sự Nghiệp bao gồm các đơn vị hoạt động trong lĩnh vực phi sản xuất, thực hiện việc quản lý nhà nước, quản lý hành chính, thực hiện sự nghiệp giáo dục, y...",27000.0,Hương Huy,2010-03-01 00:00:00,Bìa mềm,151.0,Nhà Xuất Bản Tài Chính,14.5 x 20.5 cm,,
310,Tập Bài Giảng Về Công Tác Dân Vận,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img903_5.jpg,Đại học – cao đẳng – thcn,"Tập Bài Giảng Về Công Tác Dân Vận Nội dung cuốn sách tâp trung phân tích cơ sở lý luận, thực tiễn và những nhiệm vụ chính của công tác dân vận hiện nay. Thông qua cuốn sách, độc giả sẽ thấy rõ hơn dâ...",44000.0,14.5 x 20.5 cm,255.0,Nhiều Tác Giả,,,,,Tập Bài Giảng Về Công Tác Dân Vận,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img903_5.jpg,Đại học – cao đẳng – thcn,Nhiều Tác Giả,"Tập Bài Giảng Về Công Tác Dân Vận Nội dung cuốn sách tâp trung phân tích cơ sở lý luận, thực tiễn và những nhiệm vụ chính của công tác dân vận hiện nay. Thông qua cuốn sách, độc giả sẽ thấy rõ hơn dâ...",44000.0,NXB Chính Trị Quốc Gia,2014-06-22 00:00:00,Bìa mềm,255.0,Nhà Xuất Bản Chính Trị Quốc Gia,14.5 x 20.5 cm,,
311,Combo 2 cuốn Giáo Trình Lịch Sử Đảng Cộng Sản Việt Nam + Giáo Trình Tư Tưởng Hồ Chí Minh (Dành Cho Bậc Đại Học HỆ CHUYÊN Lý Luận Chính Trị),https://salt.tikicdn.com/cache/280x280/ts/product/53/01/fd/0e4a7911e3028d76021c6023ae690290.jpg,Đại học – cao đẳng – thcn,"Bộ giáo trình lý luận chính trị gồm 5 cuốn dành cho bậc đại học hệ chuyên lý luận chính trị.Bộ sách là tài liệu giảng dạy, học tập cho giảng viên, sinh viên các trường đại học theo chương trình mới d...",200000.0,,924.0,Bộ Giáo Dục Và Đào Tạo,,,,,Combo 2 cuốn Giáo Trình Lịch Sử Đảng Cộng Sản Việt Nam + Giáo Trình Tư Tưởng Hồ Chí Minh (Dành Cho Bậc Đại Học HỆ CHUYÊN Lý Luận Chính Trị),https://salt.tikicdn.com/cache/280x280/ts/product/53/01/fd/0e4a7911e3028d76021c6023ae690290.jpg,Đại học – cao đẳng – thcn,Bộ Giáo Dục Và Đào Tạo,"Bộ giáo trình lý luận chính trị gồm 5 cuốn dành cho bậc đại học hệ chuyên lý luận chính trị.Bộ sách là tài liệu giảng dạy, học tập cho giảng viên, sinh viên các trường đại học theo chương trình mới d...",200000.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,2021-08-24 14:45:26,Bìa mềm,924.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,,,
312,268 Sơ Đồ Kế Toán Doanh Nghiệp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/6/268-so-do-ke-toan-doanh-nghiep.jpg,Đại học – cao đẳng – thcn,"268 Sơ Đồ Kế Toán Doanh Nghiệp Hệ thống tài khoản kế toán áp dụng cho các doanh nghiệp Sơ đồ kế toán vốn bằng tiền, nợ phải thu, các khoản ứng trước Sơ đồ kế toán tài sản cố định, đầu tư xây dựng c...",66000.0,16 x 24 cm,326.0,PGS. TS. Võ Văn Nhị,,,,,268 Sơ Đồ Kế Toán Doanh Nghiệp,https://salt.tikicdn.com/cache/280x280/media/catalog/product/2/6/268-so-do-ke-toan-doanh-nghiep.jpg,Đại học – cao đẳng – thcn,PGS. TS. Võ Văn Nhị,"268 Sơ Đồ Kế Toán Doanh Nghiệp Hệ thống tài khoản kế toán áp dụng cho các doanh nghiệp Sơ đồ kế toán vốn bằng tiền, nợ phải thu, các khoản ứng trước Sơ đồ kế toán tài sản cố định, đầu tư xây dựng c...",66000.0,Hương Huy,2010-03-20 00:00:00,Bìa mềm,326.0,Nhà Xuất Bản Lao Động,16 x 24 cm,,
313,Bài Tập Ứng Dụng Hệ Thống Thông Tin Tài Chính - Ngân Hàng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/a/bai-tap-ung-dung-he-thong-thong-tin.jpg,Đại học – cao đẳng – thcn,"Bài Tập Ứng Dụng Hệ Thống Thông Tin Tài Chính - Ngân Hàng Bài tập ứng dụng hệ thống thông tin Tài chính – Ngân hàng nhằm phục vụ cho công tác giảng dạy và học tập,Tài liệu này giúp sinh viên có khả n...",59000.0,16 x 24 cm,292.0,Nhóm tác giả,,,,,Bài Tập Ứng Dụng Hệ Thống Thông Tin Tài Chính - Ngân Hàng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/a/bai-tap-ung-dung-he-thong-thong-tin.jpg,Đại học – cao đẳng – thcn,Nhóm tác giả,"Bài Tập Ứng Dụng Hệ Thống Thông Tin Tài Chính - Ngân Hàng Bài tập ứng dụng hệ thống thông tin Tài chính – Ngân hàng nhằm phục vụ cho công tác giảng dạy và học tập,Tài liệu này giúp sinh viên có khả n...",59000.0,Hương Huy,2010-03-20 00:00:00,Bìa mềm,292.0,Nhà Xuất Bản Đại Học Quốc Gia TP.HCM,16 x 24 cm,,
